name	geneset	paragraph	references
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - MTA1: A component of the NuRD complex, involved in chromatin remodeling and transcriptional repression.[16][17][18]	"[16] Salot, Shimul, Gude, Rajiv. ""MTA1-mediated transcriptional repression of SMAD7 in breast cancer cell lines."" European journal of cancer (Oxford, England : 1990), 2013, pp. 492-9."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - MTA1: A component of the NuRD complex, involved in chromatin remodeling and transcriptional repression.[16][17][18]	"[17] Molli, P R, Singh, R R, Lee, S W, Kumar, R. ""MTA1-mediated transcriptional repression of BRCA1 tumor suppressor gene."" Oncogene, 2008, pp. 1971-80."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - MTA1: A component of the NuRD complex, involved in chromatin remodeling and transcriptional repression.[16][17][18]	"[18] Lee, M-H, Na, H, Kim, E-J, Lee, H-W, Lee, M-O. ""Poly(ADP-ribosyl)ation of p53 induces gene-specific transcriptional repression of MTA1."" Oncogene, 2012, pp. 5099-107."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PRDM1: A histone methyltransferase that is involved in transcriptional repression.[19][20][21]	"[19] von Hofsten, Jonas, Elworthy, Stone, Gilchrist, Michael J, Smith, James C, Wardle, Fiona C, Ingham, Philip W. ""Prdm1- and Sox6-mediated transcriptional repression specifies muscle fibre type in the zebrafish embryo."" EMBO reports, 2008, pp. 683-9."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PRDM1: A histone methyltransferase that is involved in transcriptional repression.[19][20][21]	"[20] Li, Qing, Zhang, Liren, You, Wenhua, Xu, Jiali, Dai, Jingjing, Hua, Dongxu, Zhang, Ruizhi, Yao, Feifan, Zhou, Suiqing, Huang, Wei, Dai, Yongjiu, Zhang, Yu, Baheti, Tasiken, Qian, Xiaofeng, Pu, Liyong, Xu, Jing, Xia, Yongxiang, Zhang, Chuanyong, Tang, Jinhai, Wang, Xuehao. ""PRDM1/BLIMP1 induces cancer immune evasion by modulating the USP22-SPI1-PD-L1 axis in hepatocellular carcinoma cells."" Nature communications, 2022, pp. 7677."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PRDM1: A histone methyltransferase that is involved in transcriptional repression.[19][20][21]	"[21] Yoshikawa, Toshiaki, Wu, Zhiwen, Inoue, Satoshi, Kasuya, Hitomi, Matsushita, Hirokazu, Takahashi, Yusuke, Kuroda, Hiroaki, Hosoda, Waki, Suzuki, Shiro, Kagoya, Yuki. ""Genetic ablation of PRDM1 in antitumor T cells enhances therapeutic efficacy of adoptive immunotherapy."" Blood, 2022, pp. 2156-2172."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	2. DNA repair: Several proteins in the system are involved in DNA repair processes, ensuring the maintenance of genomic integrity. These include:	
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BARD1: A protein that forms a complex with BRCA1, playing a role in DNA repair and cell cycle regulation.[22][23][24]	"[22] Tarsounas, Madalena, Sung, Patrick. ""The antitumorigenic roles of BRCA1-BARD1 in DNA repair and replication."" Nature reviews. Molecular cell biology, 2020, pp. 284-299."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BARD1: A protein that forms a complex with BRCA1, playing a role in DNA repair and cell cycle regulation.[22][23][24]	"[23] Yoshida, Kiyotsugu, Miki, Yoshio. ""Role of BRCA1 and BRCA2 as regulators of DNA repair, transcription, and cell cycle in response to DNA damage."" Cancer science, 2004, pp. 866-71."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BARD1: A protein that forms a complex with BRCA1, playing a role in DNA repair and cell cycle regulation.[22][23][24]	"[24] Trivedi, Shalini, Blazícková, Jitka, Silva, Nicola. ""PARG and BRCA1-BARD1 cooperative function regulates DNA repair pathway choice during gametogenesis."" Nucleic acids research, 2022, pp. 12291-12308."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BRD4: A protein that binds to acetylated histones and is involved in DNA damage response and repair.[25][26][27]	"[25] Pongas, Georgios, Kim, Marianne K, Min, Dong J, House, Carrie D, Jordan, Elizabeth, Caplen, Natasha, Chakka, Sirisha, Ohiri, Joyce, Kruhlak, Michael J, Annunziata, Christina M. ""BRD4 facilitates DNA damage response and represses CBX5/Heterochromatin protein 1 (HP1)."" Oncotarget, 2017, pp. 51402-51415."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BRD4: A protein that binds to acetylated histones and is involved in DNA damage response and repair.[25][26][27]	"[26] Zhang, Jingwen, Dulak, Austin M, Hattersley, Maureen M, Willis, Brandon S, Nikkilä, Jenni, Wang, Anderson, Lau, Alan, Reimer, Corinne, Zinda, Michael, Fawell, Stephen E, Mills, Gordon B, Chen, Huawei. ""BRD4 facilitates replication stress-induced DNA damage response."" Oncogene, 2018, pp. 3763-3777."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BRD4: A protein that binds to acetylated histones and is involved in DNA damage response and repair.[25][26][27]	"[27] Liu, Liu, Lin, Baicheng, Yin, Shasha, Ball, Lauren E, Delaney, Joe R, Long, David T, Gan, Wenjian. ""Arginine methylation of BRD4 by PRMT2/4 governs transcription and DNA repair."" Science advances, 2022, pp. eadd8928."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - EMSY: A protein that interacts with BRCA2, playing a role in DNA repair and homologous recombination.[28][29][30]	"[28] Yoshida, Kiyotsugu, Miki, Yoshio. ""Role of BRCA1 and BRCA2 as regulators of DNA repair, transcription, and cell cycle in response to DNA damage."" Cancer science, 2004, pp. 866-71."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - EMSY: A protein that interacts with BRCA2, playing a role in DNA repair and homologous recombination.[28][29][30]	"[29] Kwon, Youngho, Rösner, Heike, Zhao, Weixing, Selemenakis, Platon, He, Zhuoling, Kawale, Ajinkya S, Katz, Jeffrey N, Rogers, Cody M, Neal, Francisco E, Badamchi Shabestari, Aida, Petrosius, Valdemaras, Singh, Akhilesh K, Joel, Marina Z, Lu, Lucy, Holloway, Stephen P, Burma, Sandeep, Mukherjee, Bipasha, Hromas, Robert, Mazin, Alexander, Wiese, Claudia, Sørensen, Claus S, Sung, Patrick. ""DNA binding and RAD51 engagement by the BRCA2 C-terminus orchestrate DNA repair and replication fork preservation."" Nature communications, 2023, pp. 432."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - EMSY: A protein that interacts with BRCA2, playing a role in DNA repair and homologous recombination.[28][29][30]	"[30] Liu, Lu, Cai, Shurui, Han, Chunhua, Banerjee, Ananya, Wu, Dayong, Cui, Tiantian, Xie, Guozhen, Zhang, Junran, Zhang, Xiaoli, McLaughlin, Eric, Yin, Ming, Backes, Floor J, Chakravarti, Arnab, Zheng, Yanfang, Wang, Qi-En. ""ALDH1A1 Contributes to PARP Inhibitor Resistance via Enhancing DNA Repair in BRCA2<sup>-/-</sup> Ovarian Cancer Cells."" Molecular cancer therapeutics, 2020, pp. 199-210."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PALB2: A protein that interacts with BRCA1 and BRCA2, facilitating their roles in DNA repair and homologous recombination.[31][32][33]	"[31] Yoshida, Kiyotsugu, Miki, Yoshio. ""Role of BRCA1 and BRCA2 as regulators of DNA repair, transcription, and cell cycle in response to DNA damage."" Cancer science, 2004, pp. 866-71."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PALB2: A protein that interacts with BRCA1 and BRCA2, facilitating their roles in DNA repair and homologous recombination.[31][32][33]	"[32] Tarsounas, Madalena, Sung, Patrick. ""The antitumorigenic roles of BRCA1-BARD1 in DNA repair and replication."" Nature reviews. Molecular cell biology, 2020, pp. 284-299."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PALB2: A protein that interacts with BRCA1 and BRCA2, facilitating their roles in DNA repair and homologous recombination.[31][32][33]	"[33] Kwon, Youngho, Rösner, Heike, Zhao, Weixing, Selemenakis, Platon, He, Zhuoling, Kawale, Ajinkya S, Katz, Jeffrey N, Rogers, Cody M, Neal, Francisco E, Badamchi Shabestari, Aida, Petrosius, Valdemaras, Singh, Akhilesh K, Joel, Marina Z, Lu, Lucy, Holloway, Stephen P, Burma, Sandeep, Mukherjee, Bipasha, Hromas, Robert, Mazin, Alexander, Wiese, Claudia, Sørensen, Claus S, Sung, Patrick. ""DNA binding and RAD51 engagement by the BRCA2 C-terminus orchestrate DNA repair and replication fork preservation."" Nature communications, 2023, pp. 432."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PARP1: A protein involved in DNA repair, particularly in single-strand break repair and base excision repair.[34][35][36]	"[34] Ray Chaudhuri, Arnab, Nussenzweig, André. ""The multifaceted roles of PARP1 in DNA repair and chromatin remodelling."" Nature reviews. Molecular cell biology, 2017, pp. 610-621."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PARP1: A protein involved in DNA repair, particularly in single-strand break repair and base excision repair.[34][35][36]	"[35] Zada, David, Sela, Yaniv, Matosevich, Noa, Monsonego, Adir, Lerer-Goldshtein, Tali, Nir, Yuval, Appelbaum, Lior. ""Parp1 promotes sleep, which enhances DNA repair in neurons."" Molecular cell, 2021, pp. 4979-4993.e7."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - PARP1: A protein involved in DNA repair, particularly in single-strand break repair and base excision repair.[34][35][36]	"[36] Mao, Zhiyong, Hine, Christopher, Tian, Xiao, Van Meter, Michael, Au, Matthew, Vaidya, Amita, Seluanov, Andrei, Gorbunova, Vera. ""SIRT6 promotes DNA repair under stress by activating PARP1."" Science (New York, N.Y.), 2011, pp. 1443-6."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - TP53: A tumor suppressor protein that plays a role in DNA repair, cell cycle regulation, and apoptosis.[37][38][39]	"[37] Patterson-Fortin, Jeffrey, Bose, Arindam, Tsai, Wei-Chih, Grochala, Carter, Nguyen, Huy, Zhou, Jia, Parmar, Kalindi, Lazaro, Jean-Bernard, Liu, Joyce, McQueen, Kelsey, Shapiro, Geoffrey I, Kozono, David, D'Andrea, Alan D. ""Targeting DNA Repair with Combined Inhibition of NHEJ and MMEJ Induces Synthetic Lethality in TP53-Mutant Cancers."" Cancer research, 2022, pp. 3815-3829."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - TP53: A tumor suppressor protein that plays a role in DNA repair, cell cycle regulation, and apoptosis.[37][38][39]	"[38] Cavic, Milena, Spasic, Jelena, Krivokuca, Ana, Boljevic, Ivana, Kuburovic, Mira, Radosavljevic, Davorin, Jankovic, Radmila. ""<i>TP53</i> and DNA-repair gene polymorphisms genotyping as a low-cost lung adenocarcinoma screening tool."" Journal of clinical pathology, 2019, pp. 75-80."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - TP53: A tumor suppressor protein that plays a role in DNA repair, cell cycle regulation, and apoptosis.[37][38][39]	"[39] Galíndez, María Fernanda, Carrica, Andrés, Zarate, Ana María, Secchi, Dante, Don, Julieta, Barra, José Luis, Brunotto, Mabel. ""DNA repair, NFKβ, and TP53 polymorphisms associated with potentially malignant disorders and oral squamous cell carcinoma in Argentine patients."" Oral surgery, oral medicine, oral pathology and oral radiology, 2021, pp. 339-346."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	3. Transcriptional regulation: Some proteins in the system are involved in transcriptional regulation, affecting gene expression. These include:	
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BCL11B: A transcription factor that plays a role in T-cell development and differentiation.[40][41][42]	"[40] Lennon, Matthew J, Jones, Simon P, Lovelace, Michael D, Guillemin, Gilles J, Brew, Bruce J. ""Bcl11b-A Critical Neurodevelopmental Transcription Factor-Roles in Health and Disease."" Frontiers in cellular neuroscience, 2017, pp. 89."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BCL11B: A transcription factor that plays a role in T-cell development and differentiation.[40][41][42]	"[41] Kominami, Ryo. ""Role of the transcription factor Bcl11b in development and lymphomagenesis."" Proceedings of the Japan Academy. Series B, Physical and biological sciences, 2012, pp. 72-87."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - BCL11B: A transcription factor that plays a role in T-cell development and differentiation.[40][41][42]	"[42] Liu, Pentao, Li, Peng, Burke, Shannon. ""Critical roles of Bcl11b in T-cell development and maintenance of T-cell identity."" Immunological reviews, 2010, pp. 138-49."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - E2F1: A transcription factor involved in cell cycle regulation and apoptosis.[43][44][45]	"[43] Ertosun, Mustafa Gokhan, Hapil, Fatma Zehra, Osman Nidai, Ozes. ""E2F1 transcription factor and its impact on growth factor and cytokine signaling."" Cytokine & growth factor reviews, 2016, pp. 17-25."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - E2F1: A transcription factor involved in cell cycle regulation and apoptosis.[43][44][45]	"[44] Shirakawa, Jun, Togashi, Yu, Basile, Giorgio, Okuyama, Tomoko, Inoue, Ryota, Fernandez, Megan, Kyohara, Mayu, De Jesus, Dario F, Goto, Nozomi, Zhang, Wei, Tsuno, Takahiro, Kin, Tatsuya, Pan, Hui, Dreyfuss, Jonathan M, Shapiro, A M James, Yi, Peng, Terauchi, Yasuo, Kulkarni, Rohit N. ""E2F1 transcription factor mediates a link between fat and islets to promote β cell proliferation in response to acute insulin resistance."" Cell reports, 2022, pp. 111436."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - E2F1: A transcription factor involved in cell cycle regulation and apoptosis.[43][44][45]	"[45] Manickavinayaham, Swarnalatha, Velez-Cruz, Renier, Biswas, Anup K, Chen, Jie, Guo, Ruifeng, Johnson, David G. ""The E2F1 transcription factor and RB tumor suppressor moonlight as DNA repair factors."" Cell cycle (Georgetown, Tex.), 2020, pp. 2260-2269."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - IRF2: A transcription factor that regulates interferon-responsive genes and immune response.[46][47][48]	"[46] Lukhele, Sabelo, Rabbo, Diala Abd, Guo, Mengdi, Shen, Jian, Elsaesser, Heidi J, Quevedo, Rene, Carew, Madeleine, Gadalla, Ramy, Snell, Laura M, Mahesh, Lawanya, Ciudad, M Teresa, Snow, Bryan E, You-Ten, Annick, Haight, Jillian, Wakeham, Andrew, Ohashi, Pamela S, Mak, Tak W, Cui, Weiguo, McGaha, Tracy L, Brooks, David G. ""The transcription factor IRF2 drives interferon-mediated CD8<sup>+</sup> T cell exhaustion to restrict anti-tumor immunity."" Immunity, 2022, pp. 2369-2385.e10."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - IRF2: A transcription factor that regulates interferon-responsive genes and immune response.[46][47][48]	"[47] Birnbaum, M J, van Zundert, B, Vaughan, P S, Whitmarsh, A J, van Wijnen, A J, Davis, R J, Stein, G S, Stein, J L. ""Phosphorylation of the oncogenic transcription factor interferon regulatory factor 2 (IRF2) in vitro and in vivo."" Journal of cellular biochemistry, 1997, pp. 175-83."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - IRF2: A transcription factor that regulates interferon-responsive genes and immune response.[46][47][48]	"[48] Choo, Ailyn, Palladinetti, Patricia, Holmes, Tiffany, Basu, Shreerupa, Shen, Sylvie, Lock, Richard B, O'Brien, Tracey A, Symonds, Geoff, Dolnikov, Alla. ""siRNA targeting the IRF2 transcription factor inhibits leukaemic cell growth."" International journal of oncology, 2008, pp. 175-83."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - RB1: A tumor suppressor protein that regulates the cell cycle by inhibiting E2F transcription factors.[49][50][51]	"[49] Knudsen, Erik S, Pruitt, Steven C, Hershberger, Pamela A, Witkiewicz, Agnieszka K, Goodrich, David W. ""Cell Cycle and Beyond: Exploiting New RB1 Controlled Mechanisms for Cancer Therapy."" Trends in cancer, 2019, pp. 308-324."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - RB1: A tumor suppressor protein that regulates the cell cycle by inhibiting E2F transcription factors.[49][50][51]	"[50] Fischer, Martin, Müller, Gerd A. ""Cell cycle transcription control: DREAM/MuvB and RB-E2F complexes."" Critical reviews in biochemistry and molecular biology, 2017, pp. 638-662."
Histone modification	BARD1,BCL11B,BRD4,CHD4,CREBBP,DNMT1,DNMT3A,DNMT3B,E2F1,EMSY,EZH2,HDAC1,HDAC2,HDAC3,HIST3H3,ING1,IRF2,KDM5A,MTA1,PALB2,PARP1,PHF6,PRDM1,RB1,RUNX1,SMARCA1,TERT,TP53,ZBTB2,ZNF217	   - RB1: A tumor suppressor protein that regulates the cell cycle by inhibiting E2F transcription factors.[49][50][51]	"[51] Johnson, D G, Schneider-Broussard, R. ""Role of E2F in cell cycle control and cancer."" Frontiers in bioscience : a journal and virtual library, 1998, pp. d447-8."
